battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,brand_name
528.0,0,1.7,0,12,1,6,0.8,142,2,15,574.0,637,3256.0,9,8,6,1,1,0,2,Samsung
1523.0,1,1.8,0,6,1,11,0.1,129,1,8,148.0,1606,707.0,19,8,19,1,1,0,0,Motorola
1133.0,0,1.4,0,3,0,42,0.1,199,5,12,730.0,1543,1457.0,18,12,20,1,0,1,1,Vivo
1718.0,1,2.5,1,14,1,6,0.1,183,5,16,564.0,980,,7,1,8,1,1,1,3,Samsung
1330.0,0,0.5,0,0,0,38,1.0,183,7,1,1290.0,1441,1733.0,9,0,11,1,0,1,1,Vivo
1799.0,1,0.5,0,0,0,49,0.4,107,4,2,,1383,720.0,12,2,11,1,1,1,0,Xiaomi
633.0,1,2.2,0,0,1,49,0.1,139,8,1,529.0,1009,3560.0,11,1,16,1,1,1,2,Asus
724.0,0,2.7,1,0,0,44,0.5,187,7,0,1273.0,1754,2311.0,7,6,7,1,0,0,2,Samsung
822.0,1,0.5,0,0,1,51,0.3,157,6,20,667.0,860,3846.0,10,1,3,1,0,0,3,Asus
1918.0,0,1.9,0,2,0,10,0.6,110,5,10,1170.0,1543,1717.0,7,1,16,1,1,1,2,Samsung
1891.0,0,2.8,0,7,1,37,0.4,129,7,14,169.0,1108,3704.0,8,6,11,1,0,0,3,Samsung
1373.0,1,1.0,1,2,0,50,0.2,127,7,12,,673,3800.0,8,3,14,1,0,0,3,Realme
862.0,1,0.8,1,3,0,23,0.4,165,2,15,793.0,1758,278.0,16,3,11,0,0,1,0,Realme
1273.0,0,1.0,0,3,1,48,0.4,99,4,15,490.0,886,1767.0,18,15,11,1,1,0,1,Realme
957.0,1,2.5,0,4,0,7,0.8,107,5,10,1201.0,1485,1846.0,12,5,7,1,0,1,1,Oppo
1617.0,1,1.3,1,3,1,30,0.7,105,2,4,246.0,1038,829.0,9,0,10,1,0,0,0,OnePlus
893.0,0,2.5,1,0,0,55,0.6,183,2,1,417.0,946,2986.0,7,1,6,0,1,1,2,Xiaomi
1210.0,0,0.5,0,0,0,63,0.1,93,5,0,1177.0,1462,2394.0,17,9,7,0,0,0,2,Vivo
708.0,1,2.7,1,0,1,63,1.0,195,8,7,78.0,654,2169.0,6,5,7,1,1,1,1,
835.0,0,1.1,1,2,0,7,0.2,101,4,7,323.0,1604,1181.0,13,5,15,1,1,1,0,Apple
1450.0,1,2.7,1,9,0,19,0.6,131,1,17,707.0,1882,,15,9,12,0,0,0,0,Samsung
973.0,1,1.5,0,5,1,57,0.2,190,7,16,457.0,1816,2977.0,6,4,2,1,0,0,2,Xiaomi
601.0,1,1.4,0,4,1,4,0.1,154,4,13,356.0,765,532.0,12,8,10,1,1,1,0,Apple
507.0,1,0.5,1,1,0,32,0.5,141,7,11,936.0,1398,1702.0,17,0,5,1,1,1,1,Xiaomi
564.0,0,1.8,1,0,1,51,0.5,168,3,1,912.0,1980,1074.0,14,8,15,1,1,0,0,OnePlus
1559.0,1,1.6,1,6,1,6,0.5,162,6,17,179.0,1559,3352.0,9,1,3,1,1,1,3,Oppo
754.0,0,0.5,1,7,1,59,0.7,178,7,10,1914.0,1928,1027.0,6,3,5,1,0,0,1,Vivo
728.0,0,2.7,1,0,0,25,0.2,88,4,1,526.0,1529,2039.0,5,1,12,1,1,1,1,Realme
1431.0,1,0.5,0,0,1,56,0.6,191,1,1,156.0,952,461.0,7,3,8,1,0,0,0,Nokia
767.0,0,1.5,0,4,0,28,0.7,175,4,10,,1517,527.0,10,0,15,0,1,0,0,Realme
1722.0,0,2.6,0,8,0,18,0.8,177,2,16,865.0,1741,3271.0,14,0,15,1,0,1,3,Xiaomi
1992.0,1,1.6,0,5,1,57,1.0,100,2,15,1552.0,1596,,9,3,4,1,1,1,1,Samsung
1876.0,0,0.5,0,10,1,40,0.3,86,6,14,546.0,1564,2513.0,10,8,16,1,1,0,3,Vivo
1054.0,0,1.1,1,10,1,38,0.4,136,6,12,1097.0,1222,1675.0,18,4,14,1,1,1,1,Apple
1283.0,1,1.6,1,4,0,47,0.9,93,5,5,372.0,692,2698.0,9,6,17,1,1,0,2,Oppo
1281.0,1,2.3,1,0,0,28,0.3,148,1,6,1285.0,1617,1129.0,12,1,6,0,1,0,1,Samsung
1066.0,0,0.6,0,2,1,7,0.9,114,7,18,1242.0,1571,468.0,19,13,6,1,1,0,0,Vivo
730.0,0,2.1,1,0,1,4,0.1,89,8,2,302.0,1247,1210.0,19,15,4,1,1,1,0,Apple
1053.0,1,0.8,1,7,1,45,0.3,103,1,12,594.0,1767,3086.0,17,6,5,1,1,1,3,Nokia
1611.0,1,0.5,1,11,0,3,0.6,98,3,14,303.0,714,1595.0,8,4,9,1,0,1,1,Xiaomi
793.0,0,1.0,1,5,1,30,0.9,133,2,15,1858.0,1935,2332.0,17,13,14,1,1,1,2,Oppo
1220.0,0,2.9,0,3,0,62,0.5,125,4,8,403.0,1933,2589.0,19,11,15,1,1,1,2,Nokia
1662.0,0,0.5,0,0,1,61,0.8,126,4,13,32.0,1509,3760.0,9,5,13,1,1,1,3,Asus
1281.0,1,2.8,1,3,1,8,0.3,144,4,19,590.0,954,1851.0,8,2,9,1,1,0,1,Motorola
538.0,0,0.8,0,12,1,2,0.8,177,7,13,235.0,662,417.0,8,4,9,1,0,1,0,Xiaomi
823.0,1,0.5,0,0,0,39,0.4,187,8,4,630.0,888,294.0,13,9,11,0,0,1,0,Vivo
,1,2.8,0,3,1,36,1.0,119,6,20,357.0,527,,17,16,9,1,0,0,3,Asus
1429.0,0,1.5,1,0,1,40,0.9,100,3,14,246.0,820,3945.0,11,7,18,1,0,1,3,Vivo
1839.0,1,1.2,0,9,1,54,0.5,200,7,11,475.0,1493,927.0,19,10,18,1,0,1,1,Nokia
659.0,0,2.7,0,6,1,6,0.5,110,3,7,1054.0,1929,2044.0,15,5,2,1,0,1,1,
1953.0,1,2.1,1,7,0,56,0.1,158,8,9,555.0,764,2334.0,11,5,4,1,0,0,2,
1172.0,0,1.9,0,0,1,27,0.7,164,1,3,607.0,1092,1477.0,12,0,6,1,0,0,1,Asus
612.0,1,1.9,1,6,0,16,0.3,102,7,7,1360.0,1891,3161.0,8,4,3,0,0,0,3,Apple
1563.0,0,2.4,0,0,1,24,0.2,170,8,0,142.0,1699,3660.0,7,5,5,1,1,0,3,Apple
1191.0,0,1.3,1,16,1,26,0.8,84,1,20,681.0,683,1604.0,14,3,9,1,0,1,1,Motorola
615.0,1,0.5,1,0,0,42,0.6,163,6,4,104.0,1664,2211.0,7,4,18,0,0,1,1,Xiaomi
1893.0,1,2.1,1,8,0,63,0.2,134,2,11,637.0,763,3822.0,14,3,18,0,1,1,3,Nokia
1563.0,0,1.7,1,10,0,16,0.1,151,7,13,410.0,572,3922.0,11,1,8,0,0,1,3,Realme
1995.0,1,1.9,0,6,0,9,0.8,139,6,18,1830.0,1963,1203.0,14,12,18,1,1,1,2,
1517.0,0,0.5,0,6,1,48,0.6,143,5,14,802.0,1489,2822.0,15,5,11,1,1,1,3,Oppo
832.0,0,1.6,1,1,1,34,0.3,108,5,5,311.0,1294,447.0,15,13,12,1,1,0,0,Motorola
1162.0,0,2.0,0,0,1,56,0.7,114,7,1,56.0,997,1652.0,5,0,20,1,0,0,1,Motorola
1595.0,1,2.6,0,7,0,12,0.3,121,8,19,344.0,655,3608.0,15,1,16,0,1,0,3,Realme
1329.0,1,1.0,0,1,0,52,0.9,181,6,2,1053.0,1458,1228.0,8,6,6,1,0,1,1,Oppo
928.0,1,0.5,1,11,0,56,0.7,80,8,13,221.0,1243,666.0,19,10,5,0,1,0,0,Xiaomi
1656.0,1,0.5,1,8,1,38,0.1,105,7,17,506.0,519,1499.0,12,8,19,1,0,1,1,Oppo
1937.0,1,1.7,0,17,0,58,0.6,189,1,19,1728.0,1767,3321.0,5,4,14,1,1,0,3,Nokia
977.0,1,1.1,1,2,0,57,0.6,181,6,7,63.0,566,1206.0,7,1,8,0,1,1,0,
768.0,1,0.9,0,16,1,56,0.1,113,1,20,418.0,515,952.0,19,3,16,1,0,1,0,Apple
1464.0,1,0.5,1,11,0,12,0.9,117,2,14,854.0,1168,3927.0,5,3,15,0,1,1,3,Asus
1177.0,0,0.9,0,1,1,29,0.4,191,2,8,178.0,882,311.0,18,5,19,1,0,0,0,Oppo
1348.0,0,2.0,0,18,0,52,0.3,98,3,20,1869.0,1942,955.0,18,11,7,1,1,1,1,Samsung
1956.0,0,2.2,0,0,1,37,0.5,87,3,2,,776,1109.0,13,1,19,1,1,0,1,OnePlus
1751.0,0,0.5,1,6,0,8,0.6,178,6,20,,564,2969.0,8,6,17,0,0,1,2,Oppo
1530.0,0,2.0,0,11,0,42,0.8,177,6,13,454.0,1975,725.0,11,10,19,0,0,1,0,Nokia
1997.0,1,1.8,1,1,0,40,0.5,185,4,8,866.0,1212,1655.0,7,6,15,1,0,0,2,Asus
1414.0,1,1.5,1,5,0,44,0.5,180,2,6,44.0,1118,3490.0,16,12,13,0,1,0,3,Motorola
1707.0,0,1.4,0,0,0,41,0.8,80,7,2,1331.0,1388,1774.0,12,0,10,0,0,0,2,Samsung
894.0,0,0.5,1,1,1,50,0.5,199,3,14,1285.0,1462,3615.0,13,0,6,1,0,1,3,
645.0,0,1.2,0,6,1,41,0.7,184,8,17,741.0,1130,714.0,18,2,13,1,1,0,0,Nokia
1163.0,0,2.8,1,0,0,49,0.6,155,2,0,520.0,754,2768.0,19,2,12,0,0,1,2,OnePlus
1126.0,0,0.7,0,3,0,49,0.9,165,8,17,114.0,1726,3739.0,14,1,13,1,0,0,3,Samsung
1648.0,0,0.7,0,6,1,64,0.8,170,4,9,1153.0,1876,610.0,8,1,6,1,1,0,1,Asus
1170.0,1,0.9,0,6,1,14,0.4,199,2,13,474.0,709,715.0,18,5,20,1,0,1,0,Apple
508.0,0,0.8,0,7,1,42,0.3,94,1,8,39.0,557,,13,12,7,1,0,0,0,Nokia
1097.0,0,2.1,1,6,0,64,0.2,161,3,8,419.0,1914,1725.0,14,5,9,1,0,1,1,Realme
728.0,0,1.7,1,0,1,5,0.6,101,2,20,584.0,775,834.0,16,0,5,1,1,0,0,OnePlus
1980.0,0,0.5,1,2,1,29,0.8,177,1,13,312.0,1910,3865.0,12,10,18,1,0,0,3,Vivo
1504.0,0,2.3,1,1,0,64,0.9,182,1,2,19.0,1923,3059.0,6,5,10,0,1,0,3,Samsung
1379.0,1,2.1,1,14,1,63,1.0,83,1,17,207.0,1370,651.0,9,6,7,1,1,0,0,Samsung
1698.0,0,2.1,0,5,1,18,0.9,160,6,20,363.0,994,796.0,13,3,14,1,0,1,0,Apple
920.0,0,2.1,1,5,0,25,0.4,115,7,14,209.0,1078,785.0,10,7,5,0,1,1,0,Oppo
1144.0,1,1.5,1,0,0,21,0.4,189,1,11,159.0,724,,16,0,8,0,0,0,2,Oppo
1995.0,1,0.5,0,6,0,26,0.2,129,1,15,649.0,1104,1322.0,15,11,7,0,1,1,1,Realme
1430.0,0,0.5,1,1,0,27,0.5,183,1,16,1132.0,1182,2832.0,7,1,15,0,1,1,2,Oppo
972.0,1,0.5,1,5,0,13,0.4,193,5,8,1392.0,1795,1615.0,11,6,13,0,1,0,1,Nokia
662.0,0,0.5,0,5,0,20,0.8,138,1,10,1001.0,1224,2125.0,17,15,15,0,1,1,1,
1867.0,0,2.3,0,0,1,9,0.1,191,6,3,712.0,1442,990.0,6,1,2,1,0,1,1,Asus
1730.0,0,2.0,1,0,1,20,0.1,143,4,10,418.0,1023,1595.0,14,0,12,1,1,0,1,Motorola
1723.0,1,1.0,0,1,1,7,0.6,126,3,17,384.0,1361,1213.0,5,0,16,1,1,1,1,Motorola
1882.0,1,1.3,1,8,0,47,0.2,140,2,13,119.0,652,2500.0,17,1,11,0,0,1,2,OnePlus
,0,0.8,1,0,0,18,0.3,106,4,1,627.0,935,2801.0,18,15,12,0,1,0,2,OnePlus
580.0,1,1.2,1,0,0,47,0.9,91,3,1,1086.0,1345,3451.0,15,1,11,1,1,0,3,Oppo
,0,2.3,0,2,1,48,0.3,114,1,19,195.0,1292,1201.0,14,12,4,1,1,0,0,Asus
1391.0,0,1.4,0,2,1,36,0.8,182,1,6,14.0,1256,3139.0,14,7,14,1,1,0,2,Vivo
1560.0,0,2.3,0,0,1,22,0.8,169,7,1,745.0,1364,1938.0,15,11,16,1,1,1,2,Nokia
821.0,0,1.8,1,5,0,54,0.1,109,3,9,253.0,1786,3185.0,8,4,15,1,0,0,2,Oppo
811.0,1,2.4,1,5,1,2,0.3,106,6,13,,1429,2111.0,18,7,2,1,0,1,1,Oppo
1989.0,1,2.9,1,8,0,17,0.1,193,8,15,629.0,682,2369.0,7,0,18,1,1,0,2,Motorola
1034.0,1,2.7,1,6,0,37,0.7,120,7,20,707.0,1199,3625.0,17,1,12,0,1,1,3,Xiaomi
618.0,0,2.1,0,2,0,6,0.3,86,1,4,1314.0,1688,1051.0,13,10,15,0,0,1,0,Nokia
654.0,1,1.3,0,0,1,52,0.7,196,4,4,1715.0,1898,1036.0,17,4,13,1,0,0,1,Xiaomi
576.0,1,2.8,0,2,1,10,0.2,184,5,7,513.0,1438,2938.0,6,0,5,1,1,1,2,Apple
,1,0.6,0,6,1,3,0.7,185,6,13,13.0,1463,2855.0,5,0,19,1,0,1,2,
869.0,1,1.0,0,7,1,57,0.6,118,1,15,1243.0,1584,2727.0,13,3,8,1,0,0,2,
635.0,1,0.5,1,2,0,42,0.4,149,3,4,300.0,1059,2973.0,12,5,18,0,0,1,2,Motorola
609.0,1,3.0,0,15,1,44,0.3,117,1,16,58.0,1253,2581.0,15,11,15,1,0,1,1,Nokia
1557.0,0,2.8,1,16,0,2,0.1,123,5,20,1107.0,1442,2690.0,18,16,9,0,0,1,3,Asus
1604.0,1,1.7,0,2,0,33,1.0,191,8,5,134.0,939,916.0,13,10,12,0,1,1,0,
1182.0,0,0.5,0,7,1,8,0.5,138,8,16,275.0,986,2563.0,19,17,19,1,0,0,2,Samsung
848.0,1,2.1,1,10,1,19,0.8,148,7,18,176.0,1029,3359.0,10,0,14,1,0,0,2,
1610.0,1,2.9,0,7,1,64,0.9,181,4,12,1236.0,1280,941.0,8,4,9,1,1,0,1,Samsung
1828.0,1,2.1,1,0,0,17,0.9,199,1,1,336.0,898,2280.0,17,14,4,0,0,0,2,Samsung
880.0,0,2.0,1,1,1,50,0.5,194,7,3,1116.0,1381,827.0,15,9,6,1,0,1,0,Apple
1394.0,1,0.9,1,10,1,62,0.3,175,5,13,1010.0,1565,473.0,11,1,20,1,1,0,0,Asus
1960.0,1,2.3,1,1,1,61,0.3,86,7,3,205.0,1299,3865.0,10,7,11,1,0,0,3,Vivo
809.0,0,0.8,0,10,0,21,0.9,91,7,19,1453.0,1726,1274.0,18,7,3,0,0,0,1,Oppo
899.0,0,0.5,1,13,1,57,0.9,172,2,18,788.0,1331,364.0,11,1,7,1,1,0,0,OnePlus
1976.0,1,0.7,1,4,0,32,0.8,171,2,7,1301.0,1922,3699.0,17,11,13,0,1,1,3,
879.0,0,1.5,1,0,1,21,0.8,187,4,2,463.0,1038,2927.0,14,13,11,1,0,1,2,Motorola
916.0,1,2.6,0,0,0,36,0.3,195,4,12,188.0,992,1470.0,13,0,14,0,1,0,0,OnePlus
763.0,0,1.7,1,8,1,2,0.5,92,8,14,1028.0,1186,1050.0,6,4,8,1,1,0,0,Realme
508.0,0,1.6,1,0,0,9,0.4,162,6,2,1419.0,1920,2616.0,18,8,10,1,1,1,2,Samsung
825.0,0,2.9,1,0,0,34,0.8,99,8,17,1471.0,1866,2915.0,8,2,10,1,1,0,3,Oppo
1864.0,0,1.4,0,8,1,46,0.7,178,1,12,168.0,981,2686.0,11,7,18,1,1,1,2,OnePlus
1725.0,0,0.5,1,8,1,52,1.0,185,6,12,1125.0,1195,1243.0,19,18,5,1,1,1,1,OnePlus
1108.0,1,2.9,0,10,0,52,0.1,183,2,12,130.0,1706,3264.0,16,1,13,0,1,1,3,Nokia
1011.0,0,1.1,0,4,1,36,0.2,131,7,18,481.0,749,,7,6,16,1,1,1,1,Xiaomi
1703.0,1,1.5,1,17,1,55,0.7,138,5,19,1411.0,1711,,5,1,20,1,1,1,3,Realme
,1,1.7,1,0,0,58,0.5,135,7,0,79.0,681,706.0,12,9,16,0,1,0,0,Samsung
1334.0,1,2.4,0,5,1,42,0.6,115,5,14,1187.0,1974,2542.0,10,1,8,1,0,0,3,Oppo
775.0,1,2.6,0,0,0,30,0.4,189,7,10,561.0,1510,2523.0,17,16,9,1,0,1,2,Realme
1899.0,1,0.6,0,0,0,26,0.1,151,2,0,96.0,814,336.0,13,11,4,1,0,1,0,Samsung
930.0,1,1.3,1,1,1,14,0.4,97,6,10,77.0,1025,2457.0,11,7,17,1,1,0,1,Apple
1058.0,0,1.5,0,2,0,19,0.4,166,4,14,493.0,1247,418.0,9,7,16,0,0,1,0,Vivo
1187.0,1,2.2,0,0,1,46,0.4,145,2,9,1173.0,1814,3917.0,13,11,8,1,0,1,3,Vivo
1874.0,1,2.7,1,10,0,8,0.9,166,7,13,964.0,1233,1246.0,8,1,2,0,0,1,1,Samsung
1482.0,0,0.5,0,2,0,48,0.2,142,7,10,634.0,642,2971.0,12,8,12,1,1,1,2,Apple
1809.0,1,1.7,0,3,1,59,0.1,174,3,4,639.0,721,2324.0,10,6,16,1,0,1,2,Asus
864.0,1,3.0,1,0,1,54,0.7,187,2,1,127.0,1670,3121.0,18,2,16,1,1,1,2,Asus
625.0,1,1.9,0,12,1,33,0.2,191,1,20,431.0,550,3801.0,10,6,2,1,0,0,2,Motorola
1880.0,1,1.8,0,4,1,18,0.7,138,3,5,71.0,699,3333.0,17,15,7,1,0,0,3,Apple
1138.0,0,1.4,0,12,1,44,0.2,187,8,17,111.0,1138,3475.0,19,3,3,1,0,0,3,Realme
560.0,0,0.5,0,14,0,23,1.0,146,8,15,356.0,1903,2360.0,17,16,18,0,1,1,1,Asus
1117.0,0,0.5,0,1,0,12,0.6,144,7,8,798.0,817,2895.0,7,6,16,1,1,0,2,Xiaomi
1712.0,0,1.4,0,1,0,63,0.5,137,7,12,747.0,1126,3652.0,16,1,19,1,0,0,3,Nokia
1836.0,1,1.7,1,3,0,26,0.1,134,6,16,408.0,1139,3097.0,5,0,18,0,1,0,3,Realme
,1,2.4,0,0,0,39,0.2,119,7,3,373.0,926,2101.0,10,7,2,0,1,0,1,Realme
1860.0,1,2.3,0,15,0,23,0.6,162,4,16,1362.0,1506,3918.0,9,2,8,0,1,0,3,Realme
1375.0,1,1.1,0,3,1,9,0.9,145,7,19,475.0,726,3869.0,19,18,10,1,1,1,3,Realme
1945.0,0,1.6,1,0,1,57,0.3,195,4,1,743.0,1753,732.0,14,1,14,1,1,0,1,Motorola
1896.0,0,0.5,1,8,1,7,0.4,141,2,13,447.0,794,3684.0,9,7,18,1,0,0,3,
788.0,0,2.5,1,4,1,57,0.9,91,8,12,42.0,1161,,12,8,6,1,1,1,3,Nokia
880.0,1,1.7,1,0,0,33,0.7,173,2,2,30.0,1350,1414.0,12,1,7,1,1,0,0,Oppo
1323.0,1,2.5,1,10,1,28,0.2,131,4,12,162.0,619,1892.0,10,0,15,1,1,1,1,Nokia
1868.0,0,2.0,1,0,1,42,0.2,169,1,4,347.0,660,,8,3,7,1,1,1,3,Samsung
1266.0,0,1.9,1,0,1,7,0.2,184,3,12,,1468,2532.0,10,5,4,1,1,1,2,Realme
1042.0,0,2.7,1,16,1,50,0.8,93,7,18,,1705,3215.0,18,0,20,1,1,1,3,Vivo
1479.0,0,0.5,0,8,0,19,0.6,156,3,10,180.0,1476,3323.0,13,12,6,1,0,1,3,Samsung
1476.0,1,1.2,1,0,1,55,0.1,171,4,5,1641.0,1666,1529.0,13,8,3,1,0,1,2,Vivo
1552.0,1,2.2,0,6,1,13,0.2,123,6,9,269.0,1026,2403.0,9,2,9,1,1,1,2,Realme
1454.0,1,0.5,1,1,0,34,0.7,83,4,3,250.0,1033,3419.0,7,5,5,1,1,0,3,Apple
1007.0,0,2.0,0,0,0,45,0.1,95,5,2,1186.0,1529,3648.0,9,0,16,0,0,0,3,OnePlus
652.0,1,2.4,1,9,1,17,0.7,173,5,11,77.0,559,1974.0,12,10,12,1,0,0,0,Apple
1504.0,0,1.5,0,12,1,34,0.7,142,8,15,507.0,973,2806.0,7,2,7,1,0,1,2,OnePlus
1726.0,1,0.9,1,2,0,51,0.6,193,4,3,379.0,1223,2239.0,13,9,13,1,0,1,2,Vivo
,1,1.9,1,5,1,5,0.2,171,5,8,264.0,956,582.0,15,7,4,1,1,1,0,Samsung
1582.0,0,2.8,0,2,1,44,0.5,112,6,13,1486.0,1797,3890.0,17,10,10,1,1,1,3,OnePlus
1478.0,1,0.8,1,12,0,48,0.7,99,5,17,694.0,882,1141.0,5,2,6,0,0,1,1,Samsung
1178.0,1,1.3,0,0,0,49,0.6,101,5,0,579.0,596,2511.0,6,3,17,0,0,0,2,Oppo
707.0,0,2.1,1,2,0,25,0.8,131,3,17,495.0,574,,9,2,7,1,0,1,3,Oppo
755.0,1,2.8,0,5,1,51,0.3,186,4,12,315.0,990,2734.0,10,1,16,1,0,1,2,Asus
912.0,1,2.0,0,1,0,54,0.3,161,8,5,329.0,1053,2330.0,19,5,20,0,1,0,1,Realme
651.0,1,0.8,1,2,1,63,0.2,176,5,4,548.0,858,2244.0,14,9,19,1,1,0,1,Nokia
1483.0,0,2.1,0,1,1,54,0.2,176,7,2,531.0,758,1851.0,15,13,2,1,1,0,1,Oppo
914.0,1,0.9,0,2,0,4,0.8,100,2,12,191.0,1495,808.0,11,7,5,1,1,0,0,Nokia
1456.0,1,0.5,1,7,0,7,0.4,105,5,12,823.0,1104,1587.0,6,5,20,1,0,1,1,Samsung
1178.0,0,2.2,1,6,0,57,0.3,84,3,17,96.0,1352,2492.0,16,14,10,1,1,0,2,Realme
1503.0,1,0.7,0,10,1,43,0.2,166,4,14,841.0,1304,2122.0,15,1,2,1,0,0,2,Samsung
1681.0,1,2.5,0,2,0,11,0.4,158,2,13,195.0,1205,1122.0,12,6,16,0,1,1,0,Apple
715.0,0,2.3,1,4,0,48,0.1,160,4,6,21.0,562,3709.0,14,2,10,0,0,0,2,Realme
1876.0,0,2.8,1,3,1,56,0.4,182,3,4,235.0,585,3021.0,12,2,18,1,0,0,2,Samsung
1190.0,1,2.2,1,9,0,47,0.3,186,6,10,1417.0,1441,624.0,9,3,19,1,1,1,0,Samsung
1755.0,1,1.3,0,0,1,24,0.1,134,7,2,286.0,1075,3937.0,8,1,7,1,0,1,3,Samsung
,0,1.3,0,3,1,20,0.5,149,6,7,649.0,1629,1797.0,19,5,4,1,1,1,1,OnePlus
1048.0,1,0.9,0,10,1,28,0.8,194,2,19,966.0,1975,1458.0,5,1,15,1,0,1,1,Xiaomi
1887.0,1,3.0,1,6,1,17,0.2,126,8,7,1172.0,1798,3348.0,18,16,16,1,1,0,3,Nokia
1772.0,1,0.5,1,3,0,64,0.7,116,8,15,270.0,545,1834.0,5,2,20,0,1,1,1,Xiaomi
1421.0,0,2.8,0,0,1,57,0.4,165,1,2,781.0,1657,2775.0,13,8,14,1,0,1,3,Xiaomi
1464.0,0,0.5,1,0,1,17,0.7,153,6,8,418.0,1341,1277.0,13,6,19,1,0,0,1,Motorola
728.0,0,2.3,1,4,0,23,0.8,111,4,5,126.0,817,457.0,17,10,16,1,1,1,0,Nokia
954.0,1,0.5,0,0,0,50,0.3,134,2,11,228.0,1058,438.0,17,0,2,1,0,0,0,Apple
685.0,0,0.5,1,8,1,13,0.8,82,7,15,1091.0,1203,3210.0,15,7,2,1,1,1,3,Realme
1472.0,0,2.8,1,1,0,36,0.5,130,6,10,1452.0,1744,985.0,12,11,7,1,1,0,1,OnePlus
853.0,1,2.0,0,10,1,3,0.6,200,2,16,674.0,740,3701.0,15,8,8,1,1,0,3,Vivo
,0,2.1,0,0,0,8,0.7,123,7,0,398.0,1133,1052.0,8,1,3,0,1,0,0,Motorola
1310.0,1,2.3,1,6,0,57,0.9,135,8,9,449.0,889,1175.0,16,0,8,0,0,0,0,OnePlus
1654.0,0,1.8,0,1,0,11,0.3,146,7,2,1184.0,1719,1070.0,8,1,14,1,1,1,1,Samsung
902.0,1,0.7,0,3,0,3,0.3,134,7,9,675.0,1285,3411.0,12,11,15,0,0,1,3,Realme
1448.0,0,1.4,1,13,0,26,1.0,156,3,16,1792.0,1850,1175.0,12,9,6,0,1,0,1,Apple
1631.0,0,0.9,1,2,1,3,0.1,198,7,12,177.0,1905,301.0,13,5,13,1,0,0,0,Vivo
1608.0,0,1.8,1,7,0,28,0.4,183,2,13,1013.0,1158,489.0,15,11,8,0,0,1,0,Samsung
1991.0,1,2.7,0,5,1,64,0.9,145,2,13,1058.0,1325,1733.0,5,3,8,1,1,0,2,Apple
1349.0,0,2.0,1,15,0,62,0.3,114,5,16,592.0,772,2756.0,11,3,4,1,0,0,2,OnePlus
1589.0,0,2.5,0,5,1,51,0.8,195,1,18,810.0,1743,2612.0,8,2,16,1,0,0,2,Xiaomi
1844.0,1,2.3,1,1,0,51,0.7,158,8,3,533.0,882,1724.0,5,1,14,0,1,1,1,Xiaomi
712.0,1,0.5,1,3,1,35,0.2,84,2,10,558.0,1208,2190.0,16,12,4,1,1,1,1,Vivo
972.0,1,1.7,0,0,1,54,0.7,107,3,4,681.0,1050,1900.0,16,8,19,1,0,1,1,Apple
1406.0,0,0.5,1,2,1,34,0.8,98,3,5,1017.0,1366,3915.0,9,8,2,1,0,1,3,Realme
1289.0,0,0.9,0,10,1,25,1.0,178,6,12,765.0,899,1043.0,6,2,11,1,1,0,0,Xiaomi
932.0,0,1.3,0,1,0,64,0.7,154,7,2,1176.0,1224,3817.0,8,7,9,1,1,1,3,Xiaomi
1747.0,1,0.9,0,6,1,48,0.7,94,3,19,947.0,1131,2362.0,17,2,19,1,1,0,2,Asus
1172.0,1,2.1,1,4,0,41,0.1,95,3,7,1314.0,1884,1107.0,7,3,5,0,0,0,1,Oppo
1128.0,1,1.4,0,12,0,53,0.4,84,5,14,609.0,1370,2982.0,14,9,12,1,1,0,3,OnePlus
664.0,0,1.2,1,0,0,28,0.9,106,5,5,754.0,1497,2042.0,17,15,19,1,1,0,1,Vivo
513.0,1,0.5,0,6,1,44,0.1,186,4,12,619.0,867,1343.0,5,1,9,1,1,0,0,Vivo
1742.0,0,2.3,1,9,1,43,0.4,170,7,12,453.0,681,2610.0,12,3,10,1,0,1,2,Vivo
1512.0,1,1.7,0,12,0,6,0.7,162,7,17,205.0,884,2335.0,15,7,7,1,1,1,2,Nokia
1986.0,0,0.5,1,3,1,51,0.1,165,8,20,282.0,1358,1614.0,17,12,3,1,1,1,1,Realme
965.0,1,1.5,1,5,0,13,1.0,109,2,14,,998,1138.0,9,8,10,0,1,0,0,Apple
1067.0,1,2.4,1,3,1,40,0.6,122,8,15,494.0,1989,604.0,16,14,11,1,0,0,0,Samsung
1583.0,1,1.6,0,5,1,42,0.8,118,3,10,275.0,862,3652.0,14,10,9,1,0,0,3,Vivo
1653.0,0,0.5,1,2,1,37,0.9,176,4,6,447.0,1785,3955.0,19,4,18,1,1,1,3,Apple
1433.0,0,1.6,0,7,0,4,0.7,133,8,11,281.0,799,258.0,11,9,4,1,1,1,0,Motorola
765.0,0,2.9,0,0,1,18,0.1,153,7,0,6.0,793,1066.0,11,1,16,1,1,0,0,Oppo
1845.0,1,0.5,1,10,0,61,0.3,96,1,12,292.0,695,1731.0,9,5,6,0,0,0,1,Realme
